tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,source_url,source_name,dog_stage,favorite_count,retweet_count,rating,jpg_url,predicted_breed
890006608113172480,2017-07-26 00:31:25+00:00,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13,10,Koda,http://twitter.com/download/iphone,Twitter for iPhone,,28789,6682,13/10,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,samoyed
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,http://twitter.com/download/iphone,Twitter for iPhone,,26197,4553,13/10,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,french_bulldog
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,puppo,45102,9131,13/10,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,Ted,http://twitter.com/download/iphone,Twitter for iPhone,,25384,4094,12/10,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,french_bulldog
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,http://twitter.com/download/iphone,Twitter for iPhone,puppo,14202,2058,13/10,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,http://twitter.com/download/iphone,Twitter for iPhone,,23647,4862,13/10,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,http://twitter.com/download/iphone,Twitter for iPhone,,27328,4107,12/10,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,http://twitter.com/download/iphone,Twitter for iPhone,,24013,3873,13/10,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,http://twitter.com/download/iphone,Twitter for iPhone,,18547,3180,13/10,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian_husky
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,http://twitter.com/download/iphone,Twitter for iPhone,,20451,3162,12/10,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french_bulldog
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,http://twitter.com/download/iphone,Twitter for iPhone,,28391,4913,13/10,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,Such,http://twitter.com/download/iphone,Twitter for iPhone,,43549,10745,14/10,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,http://twitter.com/download/iphone,Twitter for iPhone,,64547,16429,13/10,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,31607,9555,13/10,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican_hairless
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,http://twitter.com/download/iphone,Twitter for iPhone,floof,28749,5444,12/10,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,Maya,http://twitter.com/download/iphone,Twitter for iPhone,,32797,7004,13/10,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,http://twitter.com/download/iphone,Twitter for iPhone,,11254,2933,13/10,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz
886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,http://twitter.com/download/iphone,Twitter for iPhone,,21094,4082,13/10,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12,10,Roscoe,http://twitter.com/download/iphone,Twitter for iPhone,pupper,19851,2893,12/10,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french_bulldog
886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,http://twitter.com/download/iphone,Twitter for iPhone,,26284,5767,13/10,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug
885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,http://twitter.com/download/iphone,Twitter for iPhone,,30581,6129,12/10,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim_spaniel
885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,http://twitter.com/download/iphone,Twitter for iPhone,,33746,5833,13/10,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug
885518971528720385,2017-07-13 15:19:09+00:00,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,Howard,http://twitter.com/download/iphone,Twitter for iPhone,,19236,3406,14/10,,
885167619883638784,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,20559,3993,13/10,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute
884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,http://twitter.com/download/iphone,Twitter for iPhone,,72408,16517,12/10,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian_greyhound
884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,http://twitter.com/download/iphone,Twitter for iPhone,,26148,5098,13/10,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow
884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,http://twitter.com/download/iphone,Twitter for iPhone,,22809,4293,13/10,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug
884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,25431,5200,14/10,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke
884247878851493888,2017-07-10 03:08:17+00:00,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,68167,18546,13/10,,
884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,http://twitter.com/download/iphone,Twitter for iPhone,doggo,19157,2734,12/10,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german_shepherd
883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,http://twitter.com/download/iphone,Twitter for iPhone,,20527,3137,12/10,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman
883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,http://twitter.com/download/iphone,Twitter for iPhone,,43031,9021,5/10,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,http://twitter.com/download/iphone,Twitter for iPhone,floof,21290,3379,13/10,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow
883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,34823,6062,13/10,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever
882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,Rusty,http://twitter.com/download/iphone,Twitter for iPhone,,22428,3556,13/10,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo_dog
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,http://twitter.com/download/iphone,Twitter for iPhone,pupper,26551,4469,12/10,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador_retriever
882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,http://twitter.com/download/iphone,Twitter for iPhone,,26290,5552,13/10,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke
882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,http://twitter.com/download/iphone,Twitter for iPhone,,42091,10567,13/10,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever
882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,Koko,http://twitter.com/download/iphone,Twitter for iPhone,,27521,4465,13/10,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,golden_retriever
881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,http://twitter.com/download/iphone,Twitter for iPhone,floof,22839,3105,12/10,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner
881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,http://twitter.com/download/iphone,Twitter for iPhone,pupper,47566,9751,13/10,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,None,http://twitter.com/download/iphone,Twitter for iPhone,pupper,46448,14583,14/10,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed
881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,http://twitter.com/download/iphone,Twitter for iPhone,,21819,4815,12/10,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,
880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,http://twitter.com/download/iphone,Twitter for iPhone,,16041,2549,13/10,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,
880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,19994,3497,12/10,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,http://twitter.com/download/iphone,Twitter for iPhone,,26759,5682,12/10,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever
880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,Jesse,http://twitter.com/download/iphone,Twitter for iPhone,blep,25331,3805,12/10,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,25939,3967,11/10,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher
879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,http://twitter.com/download/iphone,Twitter for iPhone,,21022,3200,13/10,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset
879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,http://twitter.com/download/iphone,Twitter for iPhone,,22064,2912,12/10,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german_short-haired_pointer
879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,http://twitter.com/download/iphone,Twitter for iPhone,,99366,40638,13/10,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english_springer
879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,http://twitter.com/download/iphone,Twitter for iPhone,,15789,2861,12/10,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,labrador_retriever
879050749262655488,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,http://twitter.com/download/iphone,Twitter for iPhone,,21169,4294,11/10,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,
879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,http://twitter.com/download/iphone,Twitter for iPhone,,17856,2457,13/10,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla
878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13,10,Snoopy,http://twitter.com/download/iphone,Twitter for iPhone,puppo,18196,3742,13/10,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian_greyhound
878604707211726852,2017-06-24 13:24:20+00:00,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,https://twitter.com/bbcworld/status/878599868507402241,13,10,None,http://twitter.com/download/iphone,Twitter for iPhone,,28330,6502,13/10,,
878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,http://twitter.com/download/iphone,Twitter for iPhone,,7275,1179,13/10,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset
878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14,10,Emmy,http://twitter.com/download/iphone,Twitter for iPhone,,39586,6226,14/10,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french_bulldog
877736472329191424,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13,10,Aja,http://twitter.com/download/iphone,Twitter for iPhone,,74594,17351,13/10,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake_bay_retriever
